id,price,moonRank,💎 score (%),storeURL
2979,0.45,496,90.25,https://magiceden.io/item-details/EV1JAhhXo3Zk4oyU2efLb87u57dyg5aZsNr8vjqBxh81
2981,0.07,876,89.49,https://magiceden.io/item-details/4RzpE38VH3tCFEdMiUuZVDisoeEJ36K65VoBWbYosCGB
2991,0.09,1455,82.34,https://magiceden.io/item-details/G9w7fK7LhZJfpyG8XzK4cFe4sURY4LhQnu4RNWfoFRBE
3002,0.5,3262,56.56,https://magiceden.io/item-details/APJtWPL3wpwjYj1YN1XxYaxYqZndHVksVmRB2SQT4QHd
3004,0.45,2019,71.98,https://magiceden.io/item-details/ERBrZtEcun74zy1EbjMpJMXAK1qvdyNuFCiQMGaJuFFr
3036,0.45,3192,57.9,https://magiceden.io/item-details/8RGVG5r4H3jb142YrJ3LAs6nGBZSgvHfq8KuojURiA2q
3049,0.248,1600,79.02,https://magiceden.io/item-details/CSHgcMCta52JcnkmcPkcxJXdSwNgrncKS3bAc1puJQyx
3053,0.65,337,90.16,https://magiceden.io/item-details/AbB6qP7cpX4dDhQj5nhvxPw4u4PySWp9FNFehZxQbYVu
3078,0.1,3115,62.33,https://magiceden.io/item-details/E2ZLhjKYNcqzBbnBFEZpnexj38oCLrqSpFuACSwRd21g
3087,0.31,3063,60.85,https://magiceden.io/item-details/7EE9gm3rK9WKdQrmbD6Gh8d7ZxTFY4QTz2CMg4RHJJd2
3098,0.13,2627,67.88,https://magiceden.io/item-details/BsxFzNirP5rhEh79dndoeFg6Xxednesq9r8zFyjXwtEu
3116,0.3,1109,84.39,https://magiceden.io/item-details/31UPHEQJDtdoetTGRjwsL4QqgEhsvVBWpDFwyMnPDQ1B
3130,0.5,743,86.79,https://magiceden.io/item-details/5NX56f5NqskUwHE9c6NRbtF1FXajHQBvMaUwEiN8kAcd
3158,0.69,399,89.01,https://magiceden.io/item-details/4BKtRZHtW1P55mfyaYMKJjAgdEjGJLmQs36z5joCzAsY
3192,0.42,1684,76.3,https://magiceden.io/item-details/BMsSKmgFarQvnuwh2FKCYkbeDmWj3S3NYhCtoEcCiBdT
3193,0.69,693,85.49,https://magiceden.io/item-details/4g9T9gQE9MWrSXJ7Vam1J8ZKfaXDja6UnpuYZgxgpxAB
3214,0.44,2393,67.59,https://magiceden.io/item-details/E7vkYdYC2dEsxWVU97H6LftEV1NSpWrXpKkRaspChDEL
3282,0.179,1683,78.72,https://magiceden.io/item-details/D7GkzutiibpqDipgFXFgjkqpdvEff47P2tn57d1DA2zs
